2.127064764499664307e-02,2.249629981815814972e-02
2.283104509115219116e-02,2.447931282222270966e-02
9.216948412358760834e-03,1.063525769859552383e-02
4.430329427123069763e-03,4.672089125961065292e-03
3.683797316625714302e-03,3.923892974853515625e-03
2.138196490705013275e-02,2.309197559952735901e-02
2.797829452902078629e-03,3.574734088033437729e-03
1.212028437294065952e-03,1.670350320637226105e-03
8.392940275371074677e-03,9.635740891098976135e-03
1.723415032029151917e-02,1.778416335582733154e-02
1.419562846422195435e-02,1.366553548723459244e-02
4.746828228235244751e-03,4.982647951692342758e-03
8.595577441155910492e-03,8.111036382615566254e-03
1.608492620289325714e-02,1.584418676793575287e-02
4.642548970878124237e-03,5.795958451926708221e-03
1.560462638735771179e-03,1.542795565910637379e-03
8.756573311984539032e-03,1.018820703029632568e-02
9.462413378059864044e-03,9.822757914662361145e-03
2.775222621858119965e-02,2.760483324527740479e-02
2.661353163421154022e-02,2.709900587797164917e-02
2.113722637295722961e-02,2.067678608000278473e-02
3.524564090184867382e-04,5.261545302346348763e-04
4.697431344538927078e-03,5.813972558826208115e-03
1.004472747445106506e-02,1.019503735005855560e-02
1.000196766108274460e-02,1.008842419832944870e-02
1.261847186833620071e-02,1.318788249045610428e-02
2.129609230905771255e-03,2.207641955465078354e-03
1.805468462407588959e-02,1.850585639476776123e-02
2.487967908382415771e-02,2.645204775035381317e-02
1.304034050554037094e-02,1.450612861663103104e-02
8.121766149997711182e-03,9.819298051297664642e-03
2.328265225514769554e-03,3.007948631420731544e-03
1.785295270383358002e-02,1.733734458684921265e-02
4.896371159702539444e-03,5.648447666317224503e-03
1.122888363897800446e-02,1.244501676410436630e-02
1.292197499424219131e-02,1.458327006548643112e-02
8.790472522377967834e-03,1.023436710238456726e-02
1.918534934520721436e-02,1.984065212309360504e-02
1.584633137099444866e-03,1.472537289373576641e-03
5.267726257443428040e-03,6.351259537041187286e-03
2.702884376049041748e-02,2.735174074769020081e-02
2.166625810787081718e-03,2.711603650823235512e-03
2.567384578287601471e-02,2.574082091450691223e-02
1.820923993363976479e-03,2.000826643779873848e-03
1.535104215145111084e-02,1.508816052228212357e-02
1.639666408300399780e-02,1.624518632888793945e-02
2.993941772729158401e-03,3.266893560066819191e-03
2.110747992992401123e-02,2.063051424920558929e-02
3.664989955723285675e-03,4.590674769133329391e-03
1.291622407734394073e-03,1.716719358228147030e-03
1.529410574585199356e-02,1.472660712897777557e-02
6.035644561052322388e-03,5.855895113199949265e-03
2.694827131927013397e-02,2.823879010975360870e-02
1.505828811787068844e-03,2.000934211537241936e-03
1.094989012926816940e-02,1.231914199888706207e-02
3.120711306110024452e-03,3.316344693303108215e-03
1.604302227497100830e-02,1.603497005999088287e-02
1.051240251399576664e-03,1.240735058672726154e-03
5.496349185705184937e-03,6.290885619819164276e-03
1.082035247236490250e-03,1.493052695877850056e-03
1.195157226175069809e-02,1.163992565125226974e-02
2.403173409402370453e-02,2.427851408720016479e-02
6.910376716405153275e-03,7.805788889527320862e-03
7.007105275988578796e-03,8.597056381404399872e-03
1.950154663063585758e-03,2.036979421973228455e-03
7.811973802745342255e-03,8.762617595493793488e-03
2.496757730841636658e-02,2.533036284148693085e-02
1.957287453114986420e-02,1.955121941864490509e-02
2.166881412267684937e-02,2.128469012677669525e-02
2.030502632260322571e-02,2.065975032746791840e-02
4.284369759261608124e-03,5.239877849817276001e-03
2.569302218034863472e-03,3.015280468389391899e-03
2.331024222075939178e-02,2.466110512614250183e-02
1.061326125636696815e-03,1.455218181945383549e-03
5.292121786624193192e-03,6.371507886797189713e-03
5.015524104237556458e-03,4.937542602419853210e-03
1.394097320735454559e-02,1.343550160527229309e-02
6.447806488722562790e-03,6.682575214654207230e-03
7.403455208986997604e-03,7.494667079299688339e-03
8.344742469489574432e-03,9.250371716916561127e-03
9.404372423887252808e-03,1.040121447294950485e-02
2.285380847752094269e-02,2.333898283541202545e-02
6.951651535928249359e-03,6.944532040506601334e-03
4.141936078667640686e-03,3.809921676293015480e-03
2.311017550528049469e-02,2.448283694684505463e-02
3.541587211657315493e-04,4.427465901244431734e-04
1.605922356247901917e-03,2.189356600865721703e-03
3.502784296870231628e-03,3.233169903978705406e-03
1.783781684935092926e-02,1.735825836658477783e-02
8.845110423862934113e-03,1.022198051214218140e-02
1.013801316730678082e-03,1.268515363335609436e-03
1.343873795121908188e-03,1.324227661825716496e-03
1.006303634494543076e-02,9.522773325443267822e-03
1.976869627833366394e-02,2.160491794347763062e-02
2.905807644128799438e-02,2.988556027412414551e-02
1.526552159339189529e-02,1.476448029279708862e-02
1.667921198531985283e-03,2.145811449736356735e-03
1.047922763973474503e-02,1.109772082418203354e-02
5.669132806360721588e-04,7.141913520172238350e-04
1.176198944449424744e-03,1.120091881603002548e-03
9.047064930200576782e-03,8.517240174114704132e-03
1.231096405535936356e-02,1.178081240504980087e-02
6.478377035818994045e-04,9.170739795081317425e-04
6.105423090048134327e-04,8.405031985603272915e-04
9.677452966570854187e-03,9.174060076475143433e-03
1.492162141948938370e-02,1.521198358386754990e-02
1.254536304622888565e-02,1.389382500201463699e-02
2.717477828264236450e-02,2.850552834570407867e-02
9.863194078207015991e-03,1.060946378856897354e-02
1.221742946654558182e-02,1.410756260156631470e-02
8.878330700099468231e-03,8.351674303412437439e-03
8.741449564695358276e-03,9.567786939442157745e-03
2.081151492893695831e-02,2.255943603813648224e-02
7.591199129819869995e-03,8.220155723392963409e-03
1.290042046457529068e-02,1.396538596600294113e-02
1.622904092073440552e-02,1.820706017315387726e-02
6.707096472382545471e-03,8.153510279953479767e-03
2.627317095175385475e-03,2.645076019689440727e-03
1.220640726387500763e-02,1.366882026195526123e-02
8.087897673249244690e-03,9.790447540581226349e-03
6.234826985746622086e-03,7.508133072406053543e-03
1.096983626484870911e-02,1.295551192015409470e-02
2.655668184161186218e-02,2.685333229601383209e-02
1.168769877403974533e-02,1.366580463945865631e-02
1.376386452466249466e-02,1.516496576368808746e-02
1.948048174381256104e-02,1.941638812422752380e-02
2.601538412272930145e-02,2.586818858981132507e-02
1.446697115898132324e-02,1.525884307920932770e-02
2.672925963997840881e-02,2.661024592816829681e-02
2.263498259708285332e-03,3.019578522071242332e-03
2.734199538826942444e-02,2.885670401155948639e-02
2.056274376809597015e-02,2.246192097663879395e-02
2.449299767613410950e-02,2.624864690005779266e-02
1.125281304121017456e-02,1.319893263280391693e-02
2.034039981663227081e-02,2.159096300601959229e-02
1.103461533784866333e-02,1.246912591159343719e-02
1.940478011965751648e-02,2.060599438846111298e-02
7.610899396240711212e-03,9.267632849514484406e-03
6.442141719162464142e-03,7.959241978824138641e-03
7.725303992629051208e-03,9.258101694285869598e-03
